,show_id,userId,score
12012,hs1803,90443.006,3.507
12013,hs1804,89060.013,3.574
12014,hs1805,97546.538,3.637
12015,hs1806,95153.733,3.58
12016,hs1807,94055.221,3.496
12017,hs1808,91594.68,3.532
12018,hs1809,91642.44,3.475
12019,hs181,90855.417,3.655
12020,hs1810,89602.991,3.505
12021,hs1811,89874.211,3.58
12022,hs1812,89111.036,3.568
12023,hs1813,91892.978,3.546
12024,hs1814,89921.863,3.598
12025,hs1815,98133.798,3.553
12026,hs1816,93412.378,3.543
12027,hs1817,91512.875,3.449
12028,hs1818,88120.974,3.434
12029,hs1819,88774.855,3.519
12030,hs182,89635.368,3.566
12031,hs1820,94989.041,3.538
12032,hs1821,94757.317,3.565
12033,hs1822,97085.214,3.582
12034,hs1823,93116.805,3.53
12035,hs1824,88465.815,3.538
12036,hs1825,87525.159,3.556
12037,hs1826,92781.598,3.521
12038,hs1827,90058.137,3.51
12039,hs1828,88536.407,3.489
12040,hs1829,89814.502,3.584
12041,hs183,91709.085,3.637
12042,hs1830,91977.809,3.509
12043,hs1831,90945.991,3.543
12044,hs1832,100247.622,3.509
12045,hs1833,89592.799,3.479
12046,hs1834,90174.166,3.544
12047,hs1835,89425.688,3.592
12048,hs1836,93133.724,3.562
12049,hs1837,91549.313,3.529
12050,hs1838,88731.707,3.492
12051,hs1839,89748.507,3.549
12052,hs184,94165.159,3.51
12053,hs1840,91370.327,3.66
12054,hs1841,91216.421,3.552
12055,hs1842,92387.245,3.584
12056,hs1843,88614.226,3.469
12057,hs1844,89883.373,3.476
12058,hs1845,87845.147,3.55
12059,hs1846,87512.478,3.54
12060,hs1847,90758.185,3.553
12061,hs1848,94938.354,3.559
12062,hs1849,92492.315,3.57
12063,hs185,93946.566,3.632
12064,hs1850,87665.742,3.603
12065,hs1851,89412.156,3.482
12066,hs1852,87608.805,3.575
12067,hs1853,88438.609,3.533
12068,hs1854,91696.129,3.578
12069,hs1855,87815.147,3.488
12070,hs1856,86917.496,3.52
12071,hs1857,96050.053,3.475
12072,hs1858,85441.159,3.579
12073,hs1859,92369.51,3.637
12074,hs186,91339.926,3.516
12075,hs1860,94593.393,3.503
12076,hs1861,88316.885,3.535
12077,hs1862,95753.271,3.438
12078,hs1863,96053.824,3.572
12079,hs1864,95076.441,3.628
12080,hs1865,85723.369,3.504
12081,hs1866,94832.18,3.488
12082,hs1867,85679.627,3.578
12083,hs1868,92317.236,3.517
12084,hs1869,93839.82,3.499
12085,hs187,86339.655,3.519
12086,hs1870,96647.556,3.517
12087,hs1871,86651.503,3.516
12088,hs1872,85680.146,3.646
12089,hs1873,91559.006,3.405
12090,hs1874,84615.903,3.523
12091,hs1875,89460.887,3.496
12092,hs1876,93801.39,3.475
12093,hs1877,95035.521,3.59
12094,hs1878,86276.956,3.557
12095,hs1879,91940.566,3.502
12096,hs188,91242.817,3.471
12097,hs1880,91501.899,3.559
12098,hs1881,84791.98,3.503
12099,hs1882,97844.55,3.531
12100,hs1883,91890.83,3.526
12101,hs1884,86467.573,3.546
12102,hs1885,87005.675,3.673
12103,hs1886,80682.793,3.566
12104,hs1887,94891.017,3.548
12105,hs1888,88704.33,3.504
12106,hs1889,87011.206,3.468
12107,hs189,94967.217,3.546
12108,hs1890,92254.842,3.589
12109,hs1891,86956.045,3.566
12110,hs1892,96688.404,3.551
12111,hs1893,94681.061,3.536
12112,hs1894,95649.023,3.512
12113,hs1895,84688.852,3.577
12114,hs1896,86206.814,3.55
12115,hs1897,88363.207,3.488
12116,hs1898,87737.884,3.553
12117,hs1899,82913.423,3.49
12118,hs19,86574.32,3.542
12119,hs190,91944.712,3.453
12120,hs1900,87606.906,3.595
12121,hs1901,90872.191,3.509
12122,hs1902,87662.559,3.572
12123,hs1903,93559.599,3.575
12124,hs1904,88548.057,3.6
12125,hs1905,98678.126,3.54
12126,hs1906,91254.113,3.608
12127,hs1907,95691.952,3.543
12128,hs1908,89586.438,3.587
12129,hs1909,89151.732,3.576
12130,hs191,94637.665,3.487
12131,hs1910,86320.322,3.502
12132,hs1911,88311.68,3.527
12133,hs1912,87055.019,3.524
12134,hs1913,92637.484,3.49
12135,hs1914,89164.891,3.564
12136,hs1915,86521.613,3.491
12137,hs1916,85072.358,3.54
12138,hs1917,86169.141,3.589
12139,hs1918,90620.014,3.587
12140,hs1919,85900.934,3.596
12141,hs192,82538.245,3.444
12142,hs1920,89785.19,3.479
12143,hs1921,90942.133,3.621
12144,hs1922,89290.269,3.568
12145,hs1923,91250.661,3.532
12146,hs1924,92667.335,3.385
12147,hs1925,92145.002,3.569
12148,hs1926,85989.136,3.613
12149,hs1927,96176.21,3.49
12150,hs1928,98835.812,3.634
12151,hs1929,85433.694,3.537
12152,hs193,92179.208,3.571
12153,hs1930,81783.062,3.495
12154,hs1931,87649.105,3.617
12155,hs1932,88661.856,3.534
12156,hs1933,93007.955,3.549
12157,hs1934,90117.415,3.572
12158,hs1935,87874.414,3.546
12159,hs1936,94477.823,3.532
12160,hs1937,86829.828,3.586
12161,hs1938,91200.53,3.56
12162,hs1939,93139.326,3.573
12163,hs194,90986.283,3.515
12164,hs1940,91608.895,3.465
12165,hs1941,89036.998,3.5
12166,hs1942,102211.615,3.52
12167,hs1943,87694.977,3.488
12168,hs1944,87278.595,3.579
12169,hs1945,84760.204,3.463
12170,hs1946,91254.883,3.587
12171,hs1947,95365.546,3.57
12172,hs1948,95582.554,3.501
12173,hs1949,93607.308,3.568
12174,hs195,93380.576,3.596
12175,hs1950,89602.302,3.569
12176,hs1951,96015.787,3.469
12177,hs1952,89094.538,3.554
12178,hs1953,88255.658,3.5
12179,hs1954,84837.138,3.559
12180,hs1955,91603.015,3.548
12181,hs1956,83683.645,3.649
12182,hs1957,88992.583,3.621
12183,hs1958,87706.222,3.592
12184,hs1959,88813.457,3.526
12185,hs196,96045.814,3.571
12186,hs1960,92478.055,3.634
12187,hs1961,90457.406,3.546
12188,hs1962,87595.453,3.509
12189,hs1963,87627.861,3.552
12190,hs1964,89247.664,3.536
12191,hs1965,90478.28,3.553
12192,hs1966,94841.32,3.555
12193,hs1967,95302.638,3.483
12194,hs1968,81421.676,3.517
12195,hs1969,91849.931,3.631
12196,hs197,90103.27,3.573
12197,hs1970,90696.976,3.523
12198,hs1971,90751.113,3.443
12199,hs1972,92618.738,3.554
12200,hs1973,94919.335,3.536
12201,hs1974,92362.551,3.677
12202,hs1975,87480.597,3.531
12203,hs1976,87867.848,3.571
12204,hs1977,87405.35,3.496
12205,hs1978,87245.637,3.424
12206,hs1979,90861.207,3.478
12207,hs198,92735.689,3.477
12208,hs1980,91129.957,3.518
12209,hs1981,93382.074,3.526
12210,hs1982,86835.257,3.583
12211,hs1983,92963.665,3.456
12212,hs1984,91225.078,3.553
12213,hs1985,90425.189,3.531
12214,hs1986,93640.969,3.517
12215,hs1987,92524.581,3.546
12216,hs1988,91586.037,3.607
12217,hs1989,92884.34,3.512
12218,hs199,88601.037,3.499
12219,hs1990,90509.177,3.526
12220,hs1991,90213.981,3.53
12221,hs1992,88746.279,3.531
12222,hs1993,85784.583,3.592
12223,hs1994,94262.791,3.582
12224,hs1995,88987.032,3.541
12225,hs1996,84659.422,3.482
12226,hs1997,85174.531,3.633
12227,hs1998,97696.881,3.552
12228,hs1999,87195.31,3.488
12229,hs2,93403.121,3.545
12230,hs20,87878.086,3.594
12231,hs200,89996.277,3.518
12232,hs2000,89815.786,3.534
12233,hs2001,88338.625,3.577
12234,hs2002,85827.899,3.46
12235,hs2003,91823.653,3.527
12236,hs2004,86599.515,3.575
12237,hs2005,92720.049,3.554
12238,hs2006,90508.252,3.458
12239,hs2007,88079.397,3.614
12240,hs2008,89072.428,3.447
12241,hs2009,87881.487,3.586
12242,hs201,86676.085,3.565
12243,hs2010,87779.749,3.605
12244,hs2011,92059.807,3.512
12245,hs2012,96767.673,3.549
12246,hs2013,85631.674,3.51
12247,hs2014,89474.944,3.528
12248,hs2015,87628.88,3.518
12249,hs2016,90011.277,3.567
12250,hs2017,92505.201,3.502
12251,hs2018,94349.767,3.578
12252,hs2019,91293.998,3.567
12253,hs202,85888.291,3.543
12254,hs2020,89175.479,3.554
12255,hs2021,92186.223,3.584
12256,hs2022,92622.05,3.466
12257,hs2023,88185.084,3.54
12258,hs2024,92463.616,3.57
12259,hs2025,93209.764,3.537
12260,hs2026,88323.588,3.545
12261,hs2027,92502.296,3.491
12262,hs2028,92880.906,3.549
12263,hs2029,87191.8,3.607
12264,hs203,91584.852,3.454
12265,hs2030,91528.374,3.603
12266,hs2031,83937.902,3.521
12267,hs2032,88349.305,3.487
12268,hs2033,83381.834,3.602
12269,hs2034,81604.411,3.565
12270,hs2035,85508.601,3.425
12271,hs2036,89082.167,3.474
12272,hs2037,89974.343,3.543
12273,hs2038,89466.329,3.525
12274,hs2039,94160.891,3.509
12275,hs204,94597.69,3.553
12276,hs2040,91643.21,3.571
12277,hs2041,96409.488,3.602
12278,hs2042,90803.168,3.57
12279,hs2043,84067.561,3.555
12280,hs2044,91183.993,3.602
12281,hs2045,98942.649,3.552
12282,hs2046,98200.535,3.531
12283,hs2047,87088.899,3.573
12284,hs2048,89538.689,3.528
12285,hs2049,92603.94,3.536
12286,hs205,89022.582,3.573
12287,hs2050,71957.072,3.564
12288,hs2051,94550.17,3.562
12289,hs2052,95131.413,3.535
12290,hs2053,87649.333,3.551
12291,hs2054,83168.705,3.526
12292,hs2055,81939.686,3.432
12293,hs2056,89068.503,3.525
12294,hs2057,82992.543,3.522
12295,hs2058,88883.931,3.53
12296,hs2059,90844.225,3.536
12297,hs206,93953.258,3.604
12298,hs2060,91626.097,3.528
12299,hs2061,91785.551,3.559
12300,hs2062,92793.947,3.558
12301,hs2063,95238.03,3.411
12302,hs2064,95939.745,3.606
12303,hs2065,90122.85,3.497
12304,hs2066,86317.227,3.491
12305,hs2067,89287.271,3.542
12306,hs2068,92454.743,3.551
12307,hs2069,84644.785,3.487
12308,hs207,86678.229,3.535
12309,hs2070,89980.543,3.497
12310,hs2071,92355.292,3.572
12311,hs2072,99838.962,3.501
12312,hs2073,99283.503,3.494
12313,hs2074,88049.371,3.586
12314,hs2075,93629.302,3.503
12315,hs2076,79489.242,3.586
12316,hs2077,82998.421,3.509
12317,hs2078,91393.267,3.575
12318,hs2079,94821.299,3.533
12319,hs208,89820.911,3.521
12320,hs2080,85868.557,3.558
12321,hs2081,87428.327,3.566
12322,hs2082,93474.706,3.571
12323,hs2083,86957.819,3.478
12324,hs2084,93619.58,3.526
12325,hs2085,89585.042,3.506
12326,hs2086,94395.818,3.551
12327,hs2087,89384.958,3.511
12328,hs2088,87335.098,3.485
12329,hs2089,88466.702,3.558
12330,hs209,90554.867,3.495
12331,hs2090,87345.631,3.501
12332,hs2091,85544.039,3.523
12333,hs2092,89113.957,3.518
12334,hs2093,88850.532,3.565
12335,hs2094,88625.861,3.561
12336,hs2095,98640.029,3.53
12337,hs2096,93759.93,3.58
12338,hs2097,87209.643,3.536
12339,hs2098,91354.847,3.485
12340,hs2099,90133.405,3.616
12341,hs21,89891.324,3.511
12342,hs210,89289.606,3.547
12343,hs2100,86303.353,3.55
12344,hs2101,84147.204,3.549
12345,hs2102,86152.781,3.595
12346,hs2103,89978.596,3.471
12347,hs2104,87085.42,3.568
12348,hs2105,90043.374,3.51
12349,hs2106,90595.97,3.494
12350,hs2107,93863.842,3.611
12351,hs2108,90352.635,3.503
12352,hs2109,83879.798,3.425
12353,hs211,85874.275,3.526
12354,hs2110,89045.1,3.582
12355,hs2111,84819.344,3.542
12356,hs2112,91258.379,3.548
12357,hs2113,87190.911,3.462
12358,hs2114,89072.002,3.578
12359,hs2115,91702.487,3.521
12360,hs2116,87867.722,3.534
12361,hs2117,83403.926,3.497
12362,hs2118,88298.562,3.523
12363,hs2119,98217.456,3.496
12364,hs212,85286.911,3.499
12365,hs2120,99840.828,3.572
12366,hs2121,97694.137,3.558
12367,hs2122,94301.545,3.665
12368,hs2123,90432.928,3.469
12369,hs2124,91598.914,3.465
12370,hs2125,88103.625,3.498
12371,hs2126,93596.811,3.54
12372,hs2127,84999.463,3.556
12373,hs2128,87842.757,3.508
12374,hs2129,86487.864,3.51
12375,hs213,94623.817,3.608
12376,hs2130,91841.104,3.544
12377,hs2131,86191.528,3.539
12378,hs2132,93541.676,3.539
12379,hs2133,78705.536,3.45
12380,hs2134,91281.577,3.518
12381,hs2135,89493.896,3.42
12382,hs2136,87066.424,3.49
12383,hs2137,91786.616,3.621
12384,hs2138,94311.21,3.512
12385,hs2139,89971.609,3.488
12386,hs214,93449.901,3.588
12387,hs2140,94256.688,3.535
12388,hs2141,91028.212,3.461
12389,hs2142,89156.95,3.46
12390,hs2143,90990.17,3.553
12391,hs2144,98092.135,3.549
12392,hs2145,89906.6,3.605
12393,hs2146,87220.611,3.558
12394,hs2147,87979.479,3.573
12395,hs2148,94520.025,3.55
12396,hs2149,93292.827,3.505
12397,hs215,86115.868,3.52
12398,hs2150,86363.905,3.521
12399,hs2151,86662.522,3.564
12400,hs2152,87479.781,3.528
12401,hs2153,89963.757,3.551
12402,hs2154,86567.634,3.552
12403,hs2155,89586.89,3.417
12404,hs2156,82595.147,3.604
12405,hs2157,83722.915,3.536
12406,hs2158,95966.52,3.52
12407,hs2159,85896.419,3.49
12408,hs216,91370.978,3.55
12409,hs2160,86035.172,3.532
12410,hs2161,85391.406,3.511
12411,hs2162,86894.012,3.51
12412,hs2163,87428.037,3.55
12413,hs2164,94746.172,3.555
12414,hs2165,89222.151,3.559
12415,hs2166,92377.546,3.6
12416,hs2167,87263.004,3.55
12417,hs2168,95818.024,3.628
12418,hs2169,90880.457,3.483
12419,hs217,85788.076,3.519
12420,hs2170,86110.269,3.561
12421,hs2171,90418.025,3.539
12422,hs2172,89158.817,3.717
12423,hs2173,88431.583,3.483
12424,hs2174,87900.381,3.516
12425,hs2175,92855.519,3.502
12426,hs2176,86948.703,3.513
12427,hs2177,92486.825,3.5
12428,hs2178,89559.049,3.544
12429,hs2179,88469.595,3.589
12430,hs218,95117.419,3.601
12431,hs2180,91419.134,3.69
12432,hs2181,87800.628,3.536
12433,hs2182,88024.076,3.5
12434,hs2183,89025.247,3.532
12435,hs2184,102953.853,3.513
12436,hs2185,89276.161,3.634
12437,hs2186,95121.02,3.559
12438,hs2187,88637.364,3.549
12439,hs2188,94250.286,3.457
12440,hs2189,92923.058,3.564
12441,hs219,94319.037,3.55
12442,hs2190,91796.163,3.576
12443,hs2191,89609.444,3.624
12444,hs2192,90930.287,3.499
12445,hs2193,86084.432,3.607
12446,hs2194,97010.549,3.547
12447,hs2195,89781.674,3.553
12448,hs2196,90911.1,3.538
12449,hs2197,85373.809,3.449
12450,hs2198,91624.72,3.54
12451,hs2199,88191.152,3.528
12452,hs22,92835.572,3.53
12453,hs220,96241.766,3.658
12454,hs2200,87702.628,3.527
12455,hs2201,94717.741,3.564
12456,hs2202,92341.382,3.61
12457,hs2203,93194.078,3.564
12458,hs2204,90159.939,3.477
12459,hs2205,91372.316,3.585
12460,hs2206,86075.803,3.498
12461,hs2207,89903.473,3.501
12462,hs2208,86786.336,3.592
12463,hs2209,90416.425,3.456
12464,hs221,86014.446,3.53
12465,hs2210,91339.641,3.581
12466,hs2211,93395.865,3.456
12467,hs2212,91561.543,3.49
12468,hs2213,90278.451,3.593
12469,hs2214,91411.48,3.487
12470,hs2215,89727.316,3.476
12471,hs2216,89350.599,3.51
12472,hs2217,84432.278,3.596
12473,hs2218,86997.166,3.546
12474,hs2219,84801.26,3.518
12475,hs222,99497.198,3.593
12476,hs2220,92857.16,3.458
12477,hs2221,91652.368,3.514
12478,hs2222,83951.072,3.59
12479,hs2223,87693.888,3.465
12480,hs2224,93689.032,3.525
12481,hs2225,87771.236,3.481
12482,hs2226,93490.172,3.627
12483,hs2227,86753.894,3.552
12484,hs2228,88829.144,3.544
12485,hs2229,89160.052,3.438
12486,hs223,91960.528,3.564
12487,hs2230,85946.161,3.528
12488,hs2231,88052.447,3.592
12489,hs2232,83053.072,3.581
12490,hs2233,89484.472,3.516
12491,hs2234,85449.221,3.466
12492,hs2235,93920.083,3.543
12493,hs2236,99514.593,3.457
12494,hs2237,88661.853,3.54
12495,hs2238,86389.016,3.581
12496,hs2239,94555.323,3.539
12497,hs224,91040.656,3.451
12498,hs2240,90315.7,3.595
12499,hs2241,87488.675,3.643
12500,hs2242,93417.902,3.481
12501,hs2243,96793.781,3.567
12502,hs2244,93447.859,3.443
12503,hs2245,91332.039,3.554
12504,hs2246,99272.963,3.529
12505,hs2247,80839.443,3.543
12506,hs2248,91690.727,3.526
12507,hs2249,93701.917,3.543
12508,hs225,89680.561,3.552
12509,hs2250,88409.37,3.575
12510,hs2251,94875.766,3.703
12511,hs2252,86885.28,3.505
12512,hs2253,91711.715,3.588
12513,hs2254,93836.778,3.442
12514,hs2255,90880.662,3.554
12515,hs2256,82270.194,3.554
12516,hs2257,89440.864,3.537
12517,hs2258,92041.062,3.517
12518,hs2259,86475.07,3.587
12519,hs226,87468.0,3.471
12520,hs2260,92590.554,3.522
12521,hs2261,87910.217,3.547
12522,hs2262,86824.724,3.464
12523,hs2263,93683.142,3.551
12524,hs2264,89235.062,3.459
12525,hs2265,97447.55,3.551
12526,hs2266,85205.95,3.581
12527,hs2267,96342.216,3.649
12528,hs2268,90152.664,3.523
12529,hs2269,97191.175,3.514
12530,hs227,91042.207,3.449
12531,hs2270,85877.094,3.538
12532,hs2271,98035.315,3.499
12533,hs2272,86921.761,3.552
12534,hs2273,86891.922,3.569
12535,hs2274,93888.715,3.496
12536,hs2275,89450.675,3.598
12537,hs2276,87318.968,3.613
12538,hs2277,81882.7,3.503
12539,hs2278,89927.939,3.584
12540,hs2279,99343.052,3.548
12541,hs228,91113.662,3.531
12542,hs2280,91126.038,3.592
12543,hs2281,89382.503,3.506
12544,hs2282,90223.312,3.545
12545,hs2283,87700.444,3.561
12546,hs2284,88236.547,3.49
12547,hs2285,89590.503,3.48
12548,hs2286,89819.546,3.637
12549,hs2287,85577.372,3.485
12550,hs2288,88704.522,3.506
12551,hs2289,98792.391,3.49
12552,hs229,93531.36,3.589
12553,hs2290,84219.433,3.608
12554,hs2291,83553.391,3.542
12555,hs2292,88802.577,3.535
12556,hs2293,85440.996,3.536
12557,hs2294,92603.0,3.505
12558,hs2295,80120.271,3.529
12559,hs2296,90834.522,3.533
12560,hs2297,84140.948,3.525
12561,hs2298,92059.49,3.499
12562,hs2299,89712.398,3.618
12563,hs23,81907.691,3.558
12564,hs230,86939.251,3.513
12565,hs2300,91807.494,3.592
12566,hs2301,90755.849,3.543
12567,hs2302,84810.34,3.451
12568,hs2303,85450.506,3.453
12569,hs2304,89053.14,3.564
12570,hs2305,84105.268,3.534
12571,hs2306,89629.538,3.523
12572,hs2307,85528.213,3.517
12573,hs2308,86801.523,3.514
12574,hs2309,92158.938,3.551
12575,hs231,90083.002,3.517
12576,hs2310,85344.333,3.527
12577,hs2311,85129.721,3.521
12578,hs2312,92938.539,3.538
12579,hs2313,83685.331,3.446
12580,hs2314,94817.068,3.595
12581,hs2315,94305.16,3.499
12582,hs2316,89092.615,3.557
12583,hs2317,87391.88,3.553
12584,hs2318,88533.812,3.592
12585,hs2319,84973.458,3.458
12586,hs232,94242.848,3.625
12587,hs2320,92419.556,3.541
12588,hs2321,94511.465,3.487
12589,hs2322,87833.122,3.503
12590,hs2323,81147.106,3.551
12591,hs2324,83985.982,3.513
12592,hs2325,94030.499,3.455
12593,hs2326,93042.646,3.489
12594,hs2327,93855.058,3.51
12595,hs2328,92357.926,3.572
12596,hs2329,85407.278,3.544
12597,hs233,86524.96,3.431
12598,hs2330,89835.782,3.584
12599,hs2331,89823.166,3.468
12600,hs2332,90742.011,3.47
12601,hs2333,81831.554,3.495
12602,hs2334,91117.549,3.556
12603,hs2335,101849.578,3.521
12604,hs2336,82705.334,3.61
12605,hs2337,88186.051,3.571
12606,hs2338,90210.057,3.561
12607,hs2339,84693.946,3.515
12608,hs234,85991.145,3.599
12609,hs2340,96060.075,3.544
12610,hs2341,87968.62,3.523
12611,hs2342,85217.533,3.498
12612,hs2343,85444.331,3.449
12613,hs2344,92295.111,3.541
12614,hs2345,85779.134,3.589
12615,hs2346,96690.507,3.49
12616,hs2347,95722.707,3.576
12617,hs2348,97940.418,3.605
12618,hs2349,95518.907,3.487
12619,hs235,95330.801,3.478
12620,hs2350,89729.665,3.521
12621,hs2351,87919.361,3.555
12622,hs2352,94336.423,3.641
12623,hs2353,84398.737,3.584
12624,hs2354,89253.967,3.511
12625,hs2355,90841.606,3.55
12626,hs2356,87087.617,3.573
12627,hs2357,92365.061,3.507
12628,hs2358,87923.608,3.542
12629,hs2359,91584.376,3.588
12630,hs236,89876.834,3.47
12631,hs2360,86953.872,3.48
12632,hs2361,91629.757,3.545
12633,hs2362,94126.73,3.572
12634,hs2363,85516.179,3.486
12635,hs2364,93736.902,3.505
12636,hs2365,96999.287,3.476
12637,hs2366,91136.857,3.509
12638,hs2367,92657.247,3.52
12639,hs2368,94269.682,3.495
12640,hs2369,91278.803,3.576
12641,hs237,94351.432,3.567
12642,hs2370,89938.691,3.466
12643,hs2371,84802.769,3.467
12644,hs2372,91289.289,3.553
12645,hs2373,86996.965,3.569
12646,hs2374,87976.209,3.497
12647,hs2375,86396.316,3.635
12648,hs2376,86511.412,3.602
12649,hs2377,94759.321,3.543
12650,hs2378,80026.23,3.454
12651,hs2379,84997.973,3.48
12652,hs238,82623.562,3.488
12653,hs2380,88387.221,3.496
12654,hs2381,82322.348,3.604
12655,hs2382,93638.411,3.581
12656,hs2383,98328.99,3.45
12657,hs2384,86921.581,3.496
12658,hs2385,92476.427,3.472
12659,hs2386,97510.76,3.49
12660,hs2387,89431.719,3.513
12661,hs2388,91784.739,3.526
12662,hs2389,87516.835,3.592
12663,hs239,90340.818,3.562
12664,hs2390,83379.597,3.549
12665,hs2391,91792.998,3.479
12666,hs2392,88841.479,3.534
12667,hs2393,91286.725,3.48
12668,hs2394,90458.875,3.486
12669,hs2395,92235.366,3.558
12670,hs2396,87670.598,3.528
12671,hs2397,89993.785,3.471
12672,hs2398,95829.426,3.548
12673,hs2399,88555.655,3.5
12674,hs24,89485.393,3.424
12675,hs240,82371.973,3.58
12676,hs2400,97206.117,3.449
12677,hs2401,88827.288,3.599
12678,hs2402,92010.963,3.579
12679,hs2403,85654.7,3.515
12680,hs2404,93894.073,3.495
12681,hs2405,91636.496,3.596
12682,hs2406,92040.649,3.516
12683,hs2407,91471.814,3.637
12684,hs2408,90943.345,3.56
12685,hs2409,90367.57,3.536
12686,hs241,97913.511,3.51
12687,hs2410,93424.954,3.622
12688,hs2411,91725.363,3.502
12689,hs2412,90305.404,3.525
12690,hs2413,90395.207,3.598
12691,hs2414,95602.183,3.592
12692,hs2415,85969.036,3.668
12693,hs2416,87711.402,3.555
12694,hs2417,91869.469,3.551
12695,hs2418,87021.949,3.566
12696,hs2419,89721.225,3.493
12697,hs242,95826.159,3.495
12698,hs2420,92902.945,3.559
12699,hs2421,87999.015,3.551
12700,hs2422,86917.335,3.528
12701,hs2423,91246.934,3.533
12702,hs2424,90314.039,3.508
12703,hs2425,90793.955,3.577
12704,hs2426,93401.998,3.578
12705,hs2427,92140.74,3.591
12706,hs2428,87852.253,3.639
12707,hs2429,93587.829,3.464
12708,hs243,86504.99,3.479
12709,hs2430,85393.108,3.475
12710,hs2431,91031.557,3.545
12711,hs2432,95059.516,3.546
12712,hs2433,90742.29,3.526
12713,hs2434,90409.631,3.568
12714,hs2435,84343.637,3.631
12715,hs2436,93179.154,3.591
12716,hs2437,88772.556,3.519
12717,hs2438,94057.859,3.542
12718,hs2439,97603.891,3.568
12719,hs244,91181.428,3.596
12720,hs2440,81842.635,3.516
12721,hs2441,95725.996,3.563
12722,hs2442,92176.476,3.473
12723,hs2443,92823.02,3.502
12724,hs2444,86154.617,3.493
12725,hs2445,86523.105,3.585
12726,hs2446,89975.882,3.503
12727,hs2447,94471.803,3.5
12728,hs2448,86156.453,3.653
12729,hs2449,80621.799,3.438
12730,hs245,92599.667,3.534
12731,hs2450,85847.777,3.506
12732,hs2451,87841.777,3.566
12733,hs2452,91858.72,3.436
12734,hs2453,85003.186,3.582
12735,hs2454,80661.451,3.562
12736,hs2455,88103.653,3.565
12737,hs2456,93207.796,3.526
12738,hs2457,87259.24,3.58
12739,hs2458,89609.532,3.484
12740,hs2459,84963.41,3.582
12741,hs246,87177.785,3.587
12742,hs2460,87602.927,3.64
12743,hs2461,91355.466,3.532
12744,hs2462,92943.822,3.557
12745,hs2463,89380.158,3.541
12746,hs2464,97516.484,3.613
12747,hs2465,86034.491,3.573
12748,hs2466,92126.914,3.53
12749,hs2467,84229.949,3.473
12750,hs2468,89504.544,3.661
12751,hs2469,85611.802,3.527
12752,hs247,90470.736,3.489
12753,hs2470,92420.214,3.497
12754,hs2471,93025.813,3.469
12755,hs2472,83946.136,3.481
12756,hs2473,89415.363,3.504
12757,hs2474,93125.556,3.497
12758,hs2475,90399.724,3.536
12759,hs2476,87325.963,3.601
12760,hs2477,89705.926,3.587
12761,hs2478,89342.969,3.536
12762,hs2479,89363.753,3.529
12763,hs248,88304.819,3.481
12764,hs2480,84358.863,3.571
12765,hs2481,92144.033,3.46
12766,hs2482,88115.43,3.547
12767,hs2483,91561.35,3.516
12768,hs2484,90759.228,3.502
12769,hs2485,83111.591,3.612
12770,hs2486,93815.954,3.585
12771,hs2487,92911.406,3.527
12772,hs2488,96429.783,3.535
12773,hs2489,90583.89,3.515
12774,hs249,94376.416,3.514
12775,hs2490,90579.369,3.556
12776,hs2491,79409.025,3.472
12777,hs2492,86238.309,3.507
12778,hs2493,89574.634,3.512
12779,hs2494,93962.736,3.552
12780,hs2495,86910.907,3.544
12781,hs2496,83046.217,3.484
12782,hs2497,86781.451,3.543
12783,hs2498,91267.48,3.511
12784,hs2499,85901.571,3.509
12785,hs25,92388.945,3.455
12786,hs250,90192.941,3.528
12787,hs2500,85255.611,3.506
12788,hs2501,88246.943,3.544
12789,hs2502,92089.888,3.422
12790,hs2503,93145.52,3.558
12791,hs2504,87505.304,3.533
12792,hs2505,94125.942,3.454
12793,hs2506,84936.907,3.547
12794,hs2507,88054.575,3.551
12795,hs2508,89030.674,3.507
12796,hs2509,88049.714,3.482
12797,hs251,86382.657,3.479
12798,hs2510,87124.274,3.554
12799,hs2511,88132.159,3.522
12800,hs2512,86947.922,3.585
12801,hs2513,88179.31,3.47
12802,hs2514,94237.595,3.46
12803,hs2515,88584.206,3.522
12804,hs2516,92244.892,3.465
12805,hs2517,96478.346,3.492
12806,hs2518,82163.355,3.468
12807,hs2519,89062.385,3.603
12808,hs252,86389.998,3.488
12809,hs2520,79968.061,3.589
12810,hs2521,94662.6,3.515
12811,hs2522,93808.833,3.592
12812,hs2523,79331.236,3.566
12813,hs2524,83258.351,3.527
12814,hs2525,96283.406,3.56
12815,hs2526,87451.938,3.483
12816,hs2527,90246.863,3.475
12817,hs2528,89017.638,3.553
12818,hs2529,81077.471,3.587
12819,hs253,87369.204,3.57
12820,hs2530,95067.215,3.44
12821,hs2531,88561.193,3.578
12822,hs2532,85463.975,3.471
12823,hs2533,91117.113,3.505
12824,hs2534,88311.45,3.502
12825,hs2535,99717.987,3.557
12826,hs2536,91994.327,3.562
12827,hs2537,89237.691,3.479
12828,hs2538,88138.367,3.572
12829,hs2539,95051.197,3.518
12830,hs254,92491.796,3.602
12831,hs2540,84345.452,3.552
12832,hs2541,90907.851,3.563
12833,hs2542,90431.476,3.513
12834,hs2543,93278.101,3.452
12835,hs2544,89290.103,3.643
12836,hs2545,85322.1,3.513
12837,hs2546,86766.649,3.57
12838,hs2547,90734.837,3.457
